X	Y	Cat
-0.812372720481	-12.5551291957	Latin American
-8.37029146222	-9.40638049024	European
-1.96765820088	-12.1374725419	U.S. Recipes
-9.55375630634	-11.8164568095	Latin American
3.55952618423	-6.99790165807	Asian
0.427243769524	7.57384830494	Asian
-2.0687798331	6.95079136998	Asian
-1.69596258318	7.68238081042	Asian
-2.46413337627	11.1834596806	Asian
-2.01396170711	7.01093947603	Asian
0.427189575893	7.57380264735	Asian
-6.71588245153	6.38054753131	U.S. Recipes
-0.559227092778	14.4778343863	Latin American
-11.6746402782	8.82235213537	Latin American
-8.29993073583	-0.895301948502	U.S. Recipes
-6.66464082812	6.35104813379	U.S. Recipes
1.6302536947	15.7975454658	U.S. Recipes
1.89200282893	-0.15160069886	U.S. Recipes
-1.62936582045	11.7817371796	U.S. Recipes
1.76060887588	15.7243233921	U.S. Recipes
-0.641868508353	-0.112634732953	U.S. Recipes
0.674145893892	0.758015954727	U.S. Recipes
3.42261520087	3.65037727027	U.S. Recipes
-1.35189254283	2.7181626832	U.S. Recipes
-6.98483955949	5.4886921134	U.S. Recipes
8.83069297987	6.49880411196	Latin American
-7.52501400537	-1.51894691988	Latin American
0.864908857482	-4.16084268465	Latin American
-11.1680015248	10.1881660172	Latin American
8.85434924557	4.67289204524	Latin American
14.1756993149	4.76826128248	Latin American
8.79143907734	4.54160643556	Latin American
4.5908136254	-6.535622026	Latin American
11.6674767639	2.13122048552	Latin American
-4.66966973152	-2.98793676547	Latin American
-10.9603894211	10.3690104275	Latin American
2.66624049885	6.6179775656	U.S. Recipes
6.6328214839	12.0117748038	Latin American
-9.70625507406	-0.616808839222	U.S. Recipes
-5.79421859179	8.19436511054	Latin American
-5.09365319661	10.0625446637	Latin American
8.68851924306	4.83108494716	Latin American
-7.56975464503	5.53175273301	Latin American
-7.89168720187	6.99798020287	Latin American
-3.72714660743	14.1587932531	Latin American
3.00355160445	6.7801281262	Latin American
9.05264819686	4.19702244939	Latin American
8.86366120378	4.63833372614	Latin American
-11.6672819273	8.0769263279	Latin American
-10.3705869265	10.8355957598	Latin American
-5.61367768539	-9.80063865194	Latin American
2.90487393482	-7.86508266602	Latin American
14.8947267398	4.97488176288	Latin American
0.887709256507	12.7640080782	Latin American
-7.72028246311	-1.98302641595	Latin American
-3.83743049044	9.73615951419	Latin American
-6.82430085995	9.78736403056	Latin American
4.4343566562	-7.01561159363	Latin American
-5.52115847213	-4.55832564451	Latin American
8.18842000088	7.68711603034	Latin American
-3.13849971777	-6.93443369442	Latin American
2.7534252536	-7.88253658847	Latin American
0.616611794912	-7.24435911707	Latin American
-3.25459087749	-8.45638602471	Latin American
-7.32080366048	8.53025386528	Latin American
-11.3704773914	8.11524089547	Latin American
2.86379656708	-7.00673902637	Latin American
7.50032236782	5.44113977667	Latin American
4.38951396237	-6.6901722595	Latin American
1.74922419946	-7.43829724352	Latin American
-14.8116489796	4.9784406301	Latin American
-2.23265405509	-8.19382547367	Latin American
-10.4316689351	5.93445912081	Latin American
-9.05647726266	6.27068946197	Latin American
8.20991049166	7.30546732855	Latin American
8.01593225629	7.02792007755	Latin American
7.91696388538	5.48750441027	Latin American
-12.2590108349	4.33959394114	Latin American
6.11459788447	3.69697834518	Latin American
2.87109791165	-0.569881226909	Latin American
13.10258187	5.1972791553	Latin American
9.55208990378	4.85108904038	Latin American
8.97238212811	4.58034171122	Latin American
9.04587581656	7.6572439627	Latin American
8.24733749577	5.73942295985	Latin American
-7.26506684326	3.07989442516	Latin American
11.6084949211	8.89644872278	Latin American
6.59912682392	-9.82343925614	Latin American
2.34233164085	2.08982984131	Latin American
-11.9862374117	8.0197800119	Latin American
-11.2946931712	10.4942690984	Latin American
7.39010511574	6.07877062124	Latin American
10.8841950239	1.96988285352	Latin American
8.524015105	-4.79941058165	Latin American
7.70923166331	5.28462608485	Latin American
-9.3907614415	11.1999631205	Latin American
-0.763440829378	-6.38589647619	Latin American
6.33351504412	-4.94953074698	Latin American
-4.96605513172	-1.72588785852	Latin American
6.57519297713	-4.06395951091	Latin American
11.3976967496	6.10289821607	Latin American
-2.494251435	8.42311061833	Latin American
-3.08507971867	-7.14623418179	Latin American
-1.6006820824	-4.6520646175	Latin American
-14.748601716	10.6247803697	Latin American
-11.9639130888	8.40284397217	Latin American
14.0634342626	3.05749439759	Latin American
14.5555514058	4.85256238031	Latin American
-4.36329259402	5.13280997546	Latin American
4.3215392784	0.87132560908	Latin American
6.78033042482	8.63774001296	Latin American
2.95809673787	0.372612149924	Latin American
-3.10988355225	13.9100164191	Latin American
0.408226129732	-3.20898192063	Latin American
6.68776780481	7.41643678941	Latin American
-1.20690270502	0.530139533441	Latin American
6.0297258076	7.61718832586	Latin American
0.56911254714	-3.49725256709	Latin American
2.37358090472	-4.89685536237	Latin American
0.533220930398	14.5148066584	Latin American
5.93472059644	2.65767315078	Latin American
-11.6746196241	11.58078551	Latin American
-4.23521301469	5.3308219406	Latin American
12.7399333256	8.08344677252	Latin American
-2.36401116264	0.641098217233	Latin American
10.7792623827	1.91759736646	Latin American
-9.55464518514	8.49692013111	Latin American
-2.44234305543	-7.25798664784	Latin American
12.8952311844	4.71292487801	Latin American
6.80322984553	12.3709956571	Latin American
11.3864125868	1.83186511475	Latin American
-4.09500387958	-1.87397433251	Latin American
-4.83215321147	-6.39979877014	Latin American
10.6314407334	8.11976068163	Latin American
7.63685924695	-4.33532861378	Latin American
-10.4292945552	9.39659703569	European
-2.54007184412	1.08683123296	European
-7.06581326415	-1.5405259107	European
-8.24708116114	-5.7910972267	European
-11.1337789681	3.94927588144	European
-6.75318768279	10.6792987747	European
-3.80827701832	11.2798507604	European
9.75311322754	7.75895388999	European
-14.1866143572	6.90443489802	European
-7.22658155884	10.4735574515	European
-8.4163423224	4.136960831	European
-6.31696081849	-2.80806715866	European
-10.5032720674	1.6348609694	European
-1.70455075909	11.7015313895	European
-4.54043699835	-3.36687083662	European
-13.0711949224	-7.96413424387	European
-1.81248631832	-4.45517438388	European
10.4405452653	10.7784624266	European
4.09284214277	3.29405673663	European
-5.41750224364	9.74469171279	European
-0.449725336132	12.6573215616	European
-3.63525768781	14.0466988139	European
-4.99817606986	11.8014085867	European
-7.73291717883	14.4271865073	European
-7.59290894296	14.4923440337	European
-10.202702743	10.6205635009	European
-11.2090364617	7.96725697306	European
-9.59705409592	9.91222372402	European
5.28859780103	-0.0182462051065	European
2.09452771216	15.1392096631	European
-6.27830117355	-3.62246554368	European
7.14355096302	9.68995218327	European
-6.32732067892	2.36863287826	European
-4.08838264303	13.3682398834	European
7.52067305988	-6.65763473447	European
-3.64782700122	-9.43100907839	European
-8.14528909866	-4.45176555166	European
5.37830932664	10.672306982	European
-8.38982532841	12.10891774	European
-8.18397306743	12.5064440483	European
-0.457560963926	-2.18718287036	European
-4.04308305188	8.11197803128	European
-5.92403561613	10.1887930454	European
-2.94311333354	-4.78895584378	European
-2.13906236369	7.02561082841	European
-0.265734008529	13.5950964559	European
-0.387103463893	14.9230795337	European
-6.75580036228	-1.91116878351	European
-8.10304927899	-4.43163098961	European
-4.89489644863	12.3984380943	European
0.78414038787	12.7600003446	European
-3.64665176128	-4.36696854776	European
-0.0357340015761	14.1044141585	European
-2.29623002778	-1.59854127924	European
9.49155211345	7.10243681375	European
-1.41200772598	-10.7044061134	Latin American
-14.0011567017	0.54722114615	Latin American
-4.48605396239	-12.7604824332	Latin American
-3.27696189729	-3.48311274797	Latin American
-15.1410680528	-2.08661637663	Latin American
-2.04490608811	-11.954886206	Latin American
-14.0339186529	-0.725805290731	Latin American
14.2768463364	4.79791427364	Latin American
-14.0844251673	-0.941800122783	Latin American
9.66552527582	7.94929885816	Latin American
-4.55173440174	-12.7092872461	Latin American
-5.30232314445	-13.0264188196	Latin American
-3.60071678159	-2.87697726396	U.S. Recipes
-0.88465009968	-12.6793971919	Latin American
-16.0743815786	-1.37399840737	Latin American
-16.3105379478	1.63703678161	Latin American
-0.459133571523	-13.9494547084	Latin American
-6.28204036193	3.24179859773	Latin American
-12.4473807847	-4.29238602807	Latin American
-13.9897141215	0.520443983836	Latin American
-12.0597016717	-0.658644360862	Latin American
-16.6213952184	-0.199975855422	U.S. Recipes
14.1359812009	3.57754164333	U.S. Recipes
-12.1197166467	-0.563499119437	U.S. Recipes
-4.36475820575	-12.8364824061	U.S. Recipes
2.97684402159	-6.02916570971	U.S. Recipes
1.18022315419	-2.75257903413	U.S. Recipes
-12.6724880474	-4.30257291895	U.S. Recipes
13.8321741128	6.8239943913	U.S. Recipes
-13.5145158368	0.0165495511124	U.S. Recipes
-16.1661352087	-1.23859994318	U.S. Recipes
-16.161581269	-1.23901154694	U.S. Recipes
-12.3557399241	-0.575702438767	U.S. Recipes
-9.42257189856	11.2616754686	U.S. Recipes
-2.55443440847	-11.2784448137	U.S. Recipes
-16.2695178557	-0.183410197058	U.S. Recipes
-12.9792974219	-2.39697700519	U.S. Recipes
-8.49547178319	-8.88861310146	U.S. Recipes
-7.84282906532	7.33801288586	U.S. Recipes
-1.15789797295	-7.70646914185	U.S. Recipes
-13.9758317474	0.153294727942	U.S. Recipes
-12.3829808532	0.79973318259	U.S. Recipes
9.0774525304	11.455874889	U.S. Recipes
0.916382047212	4.19847931646	Asian
-8.90234216135	6.28554655266	European
5.12723579902	2.40950281075	Asian
-7.18299756125	3.68958757313	Asian
-7.36603622049	0.349596191661	Asian
-0.825273554954	2.19698766262	Asian
3.93400084737	-0.304425405037	Asian
2.59264648409	1.73262123159	Asian
5.34575465932	-4.38072620828	Asian
-9.05024901063	3.64272673331	Latin American
8.2137119607	2.13932466922	Asian
2.23953983417	1.68527618475	Asian
8.18970425868	1.87354128829	Asian
4.67535917127	0.100125022158	Asian
-2.09389859996	-6.55481837406	Asian
3.28631811201	0.0979206579885	Asian
2.45360179809	-5.88618702508	Asian
-10.711835538	7.25375471385	Asian
-0.513719545498	3.5869499703	Asian
8.15006866171	2.16536450371	Asian
6.17992635267	1.06180643788	Asian
7.97726687295	-0.307701504265	Asian
-14.1010122416	-0.24753992314	Latin American
-12.2686347674	-10.6431458699	European
4.88491352262	-8.47458945883	Asian
1.68883996531	-1.01407006742	Asian
-1.60019248025	0.315343194672	Asian
-0.138704342974	1.36279970616	Asian
0.170680426025	-5.66663016438	Asian
